,Title,Abstract,Accept
54,Assessment of governance of fisher communities of inland openwater fisheries in Bangladesh,"The Community Based Fisheries Management (CBFM) with partnership arrangement of government, non-government organisations, fisher communities and other stakeholders has introduced community management of inland openwater fisheries in Bangladesh. This arrangement introduced CBFM approaches named fisher-led, community-led and women-led approach. One of the principles behind community based managed fisheries is to improve democratisation process of changing governance of fisheries aiming to manage their resources efficiently. The CBFM approach has made a significant contribution towards improvement of governance and democracy to fisher communities. Besides, a wider range of local institutional arrangements as community based organizations (CBOs) have been established through participatory process with legal entity. Now, there is practice of governance and democracy within CBOs and fisher communities. They are more efficient in participation of fisheries management. This paper presents and assesses the governance status of the fisher communities in inland openwater fisheries under co-management arrangement in Bangladesh. In summary, it might recommend at policy level to scale up community based fisheries approach to promote governance for better management with a long term commitment. © 2013 Elsevier Ltd.",NA
55,"Tonle Sap Lake, Cambodia: A perspective on its transborder hydrological and resources governance","Tonle Sap Lake is the largest freshwater lake in South East Asia, being situated at the heart of the Mekong River Basin. Governance of the lake over the recent past has been weak and overly complex, and the basin governance structure has changed over time in terms of its fisheries management framework. The governance framework initially focused on the commercial exploitation of fish resources, but has more recently switched to a community-based fisheries management, biodiversity conservation and open access model. This study discusses how the water flows occurring between the Mekong River and Tonle Sap Lake complicate the governance of the lake, and particularly its fisheries, biodiversity, land and water management activities. The establishment of the Tonle Sap Authority (TSA) in 2007 sought to address the governance challenges facing the lake. The current study concludes, however, that the TSA alone is not sufficient and that global, regional and national stakeholders must make an effort to ensure the water flows between the lake and the Mekong River are themselves considered a core governance issue for the Tonle Sap. © 2015 Wiley Publishing Asia Pty Ltd.",NA
56,The difference that class makes: Neoliberalization and non-capitalism in the fishing industry of new england,"Fishing economies are typically represented as pre-capitalist and as a barrier to capital accumulation rather than as an alternative economy with its own potentials. Privatization (and capitalism) appears logical and inevitable because ""there is no alternative"" described or given. The class analysis presented here focuses on questions of property and subjectivity and describes fishing as a non-capitalist and community-based economy consonant with both a tradition of common property and an image of ""fishermen"" as independent and interested in fairness and equity. While the latter is associated with a neoliberal subject aligned with the capitalist economy, a class analysis of fishing repositions ""fishermen"" as community subjects aligned with a community economy. © 2007 The Author Journal compilation © 2007 Editorial Board of Antipode.",NA
57,CROI 2016: Hot spots in HIV infection and advances in HIV prevention,"The 2016 Conference on Retroviruses and Opportunistic Infections (CROI) highlighted hot spots in HIV infection. Men who have sex with men (MSM), transgender populations, people who inject drugs, fisherfolk, migrants, adolescents, and older adults are heavily impacted in a number of regions. Stigma contributes to risk behaviors and HIV acquisition across populations. HIV testing is a crucial first step in the HIV care continuum, and several large community-based surveys are underway in Africa to increase HIV testing, linkage to care, and uptake of antiretroviral treatment. Advances in preexposure prophylaxis (PrEP) featured prominently at CROI 2016. Two large efficacy trials of a vaginal ring containing the investigational drug dapivirine demonstrated efficacy and safety in preventing HIV infections in women in Africa. Data on the safety of long-acting injectable PrEP and several investigational PrEP drugs and formulations were also presented. Knowledge and use of PrEP among MSM in the United States appears to be increasing, and high uptake was seen among black MSM when provided as part of a culturally tailored support program. The use of broadly neutralizing antibodies for HIV prevention is a novel and promising approach to be evaluated in efficacy trials. © 2016, IAS–USA. All rights reserved.",NA
58,Community involvement in fisheries management: Experiences in the Gulf of Thailand countries,"This paper examines the involvement of coastal communities in fisheries management among the countries of the Gulf of Thailand-Malaysia, Vietnam, Cambodia and Thailand. Initiatives to decentralize management to local governing bodies, to utilize traditional management methods and to engage in community agreements to protect local resources are explored. An examination of recent experiences indicates some movement toward more local involvement in management. However, the study also leads to several suggestions for the future: in Vietnam and Cambodia, there is a need for significant legislation to control fisheries operations and greater clarity of the role of communities in management; in Malaysia, there is an overall need for more support to local fisheries management; and in Thailand, the need is for greater support of local-level enforcement and monitoring activities. © 2009 Elsevier Ltd. All rights reserved.",NA
59,Community-based organic agriculture in the Philippines,"This paper explores institutional mechanisms that might be required to boost both organic agriculture and rural development in the Philippines. Special attention is paid to community-based organic agriculture as a pathway to rural development. The Philippines has two decades of experience of community-based natural resource management. Unlike public natural resources such as forests, watersheds or fisheries, however, the community-based organic agriculture programme is intended to deal with the private property regime. Thus, if the programme is to be successful, agrarian land reform must continue. Integrated rice- duck farming is among the suitable and viable options for organic agriculture, given that rice is a major agricultural crop and duck meat is popular in the Philippines. Area-based organic food certification systems need to be formulated and a government-farmers partnership should be forged to facilitate farmers' access to domestic and international organic food markets.",NA
60,Empowerment and institutions: Managing fisheries in Uganda,"The perception of communities as homogeneous and concern over representation and accountability of structures are key critiques of community-based natural resource management (CBNRM). A focus on understanding institutions that mediate access to, and control over, natural resources is seen as a way forward to improving management regimes that include local people. Experience in the implementation of integrated lake management in Uganda is drawn on to understand how institutions can be challenged to improve access to fisheries for marginalized stakeholders. Processes such as empowerment and the formation of accountable and representative structures are part of the way forward. © 2006 Elsevier Ltd. All rights reserved.",NA
61,"The fishery of sea-cucumber Holothuridae in Kilbat Village, Central Maluku Regency, Indonesia","Sea cumber is one of the valuable high economic resources. Worldwide, most sea cucumber fisheries are ineffectively managed, leading to declining stocks and potentially eroding the resilience of fisheries. The local fishermen of Kilbat Village have been exploiting sea cucumber for a long time with un-proper management pan. This study was aimed to investigate the utilization of sea cumber and assess its sustainability, and propose a sustainable management strategy. Field observation was used to analyze sea cucumber utilization, the Rapid appraisal to Fisheries (Rapfish) approach was used to assess its sustainability, whilst DPSIR was applied to perform a sustainable management strategy. The result shows that the local sea cucumber fishermen utilize sea cucumber as a source of income and self-consumption. The average sustainability was 61.17% of 100% sustainable scale and considered as fair sustain with institutional dimension being unsustain. There are 8 strategies proposed for sea cumber sustainable management with responses at D, P, S, and I level, A traditional indigenous knowledge (sasi) has been proposed for sea cucumber community-based fishery management. © Published under licence by IOP Publishing Ltd.",NA
62,A role for partially protected areas on coral reefs: Maintaining fish diversity?,"Completely banning fishing from coral reefs is now accepted to have significant benefits for marine biodiversity and in many cases, fisheries. However, the benefits of regulating fishing on coral reefs, by restricting the methods used, or the total amount of fishing, are less well understood, even though such regulations are much more likely to be supported by fishermen. This study assesses whether banning illegal, destructive fishing methods and reducing the numbers of fishermen visiting from outside an area benefits a coral reef fishery, despite unregulated fishing by local fishermen using non-destructive methods. The abundance, biomass, mean length, and species richness of nine commercially important fish families are compared across ten independent patch reefs inside and outside the 470km2 Menai Bay Conservation Area in Zanzibar, Tanzania. Even after taking into account the effect of differences in habitat and the distance between reefs, 61% (±19.7%) more fish species were found in regulated than unregulated reefs. Fish abundance, biomass, and length were not affected, suggesting that banning destructive fishing may improve biodiversity, but that further regulations may be required to improve fish stocks. © 2011 John Wiley &amp; Sons, Ltd.",NA
63,Coastal resources management planning and implementation for the Fishery Sector Program of the Philippines,"This paper explains the methods being used to plan for and implement a coastal resources management (CRM) component of the Fishery Sector Program (FSP) for the Philippines. The FSP, supported by the Asian Development Bank and implemented by the Department of Agriculture, intends to generate CRM plans through site-specific planning processes and to implement these plans through local government and nongovernment participation. The FSP has six components which are complementary and partly overlapping, these are: fishery resource and ecological assessments; CRM in twelve priority bays; law enforcement; research and extension; credit to promote alternative livelihood options; and fisheries-related infrastructure improvement. The CRM component, which has implications for most of the other components, is being initially implemented in three bays as pilot sites for the FSP. CRM planning entails resource, ecological, socioeconomic, cultural, legal and institutional assessments for management. Formulation of CRM plans is through local government, communities and nongovernment organizations as facilitated by Departments of Agriculture, and Environment and Natural Resources field offices with guidance from the Project Management Office and the Bureau of Fisheries and Aquatic Resources in Manila. Strategies for the implementation of the CRM plans typically involve the use of community-based resource management schemes. These include municipal marine parks; municipal and bay wide boundaries, zones and use rights for particular areas and resources; artificial reefs; special law enforcement officers at the village level; localized education programs; alternative livelihood projects and bay-wide management councils.",NA
64,Transformations of Vietnamese shrimp aquaculture policy: Empirical evidence from the Mekong Delta,"International environmental and social concerns about tropical shrimp production have led to the emergence of private transnational governance and regulation. Using cases from Ca Mau we investigate how the shift to private transnational regulatory networks has changed the role of the government from a regulator to a facilitator of global private governance interests and arrangements. The rise of these various schemes has also been part of a shift from quantitative to qualitative policy goals within the Vietnamese aquaculture sector. In turn, this has led to new internal relationships, most notably the repositioning of private interests and community-based management within the Vietnamese state framework. We conclude that the ongoing transformation of the government's role in environmental shrimp governance requires mechanisms that foster improved participation and compliance between the state and private actors. To achieve this efforts are needed to better include local government at both communal and village levels and to use existing global market incentives more strategically. © 2010 Pion Ltd and its Licensors.",NA
65,Mozambique’s Tchuma Tchato initiative of resource management on the Zambezi: A community perspective,"This text recounts the experience of a Mozambican rural community on the middle Zambezi with a new community‐based natural resource management program that is based on income generation through safari hunting, ecotourism, and fisheries management. The focus of their presentation is the relationship between local governance, land and resource rights, and sustainable use of abundant natural resources. © 1997 Taylor and Francis Group, LLC.",NA
66,"FRESH WATER, SALT WATER: Socially engaged art, collaboration and the environment","This chapter explores three practice-led research projects we have been involved in, through which water flows, from fresh water to salt water and from salt to fresh. Each project uses the methodologies of socially engaged art practice and collaboration across disciplines to investigate particular environmental situations. Sugar vs the Reef celebrates innovations in regenerative agriculture by sugar cane farmers in Mackay, Queensland and the benefits of their work to the Great Barrier Reef through a reduction of chemical runoff to the Coral Sea. Healthy village, healthy fish is a collaborative project with fisheries policy experts and communities in Kiribati. Artists extend the work of Community Based Fisheries Management programs into creative waste-management strategies to protect coastal waters. Waterways of the Illawarra is a creek-walking project involving artists and community members. We walk upstream along local creeks to bring attention to the intersections of human development with suburban waterways and their riparian ecosystems. In each project, the artists utilise a range of approaches, both practical and poetic, with which to engage with the environmental issues raised by human impacts on waterways. This essay documents how we have used socially engaged art methods to activate new dialogues and responses to environmental projects. © 2022 selection and editorial matter, Camille Roulière and Claudia Egerer; individual chapters, the contributors.",NA
67,Sri Lankan reservoir fishery: A case for introduction of a co-management strategy,"The inland fisheries of Sri Lanka are essentially artisanal on most of the reservoirs in the country. The annual inland fish production declined dramatically after 1990, when state patronage for the development of the inland fisheries was discontinued for 4 years. This decline was shown to be a result of growth overfishing of the two dominant cichlid species which accounted for over 90% of landings. This was a result of using small mesh (<6.9 cm) gillnets in the absence of the State-sponsored monitoring procedure in the fishery after 1990. This indicates that it is necessary to monitor inland fisheries management in Sri Lanka through a centralized authority in the current situation. However, in some Sri Lankan reservoirs, fishing communities can be categorized as 'organized' because they collectively make decisions to define procedures for the rational exploitation of the fishery resources. In reservoirs with 'organized' fishing, the communities themselves have developed mechanisms tto regulate the landing sizes of dominant cichlid fish species through community-based fisheries management strategies. In such reservoirs, over-exploitation of fish stocks was not evident, even after 1990, when state-sponsored monitoring procedures were suspended. Based on these observations, an alternative approach is recommended for the management of Sri Lankan reservoir capture fisheries in which the Government and resource-users have equal responsibilities in the management of the resources.",NA
68,"Will small MPAs work?: The case of small-sized MPAs in Southern Iloilo, Philippines","Most of the marine protected areas (MPAs) in the Philippines are small-sized and community-based, and their contribution to the conservation efforts have been usually overlooked. This paper will present the results of the biological assessment study conducted in three community-based MPAs in Southern Iloilo, Philippines. Each MPA has a 2-ha no-take zone and this size is way below the recommended optimal size of 10–100 km2. Results show that fish biomass showed an overall increase of about 1–5 times. This is attributed to both an increase in abundance and in fish size. Fish in this survey conducted in 2013 were about 2.3–3.3 times the size of fish in the 2007 baseline data. Macroepifaunal abundance increased 2 to 8 times across the three MPA sites. However, live hard coral cover showed a parallel ∼40% decrease across all sites, which can be attributed to several factors. The conservation goals of these MPAs have been attained. However, the results of biological assessments still need to be correlated with a study on the socioeconomic impact of the MPAs in the community to be able to arrive at good management decisions. © 2017 Elsevier Ltd",NA
69,One size does not fit all: Critical insights for effective community-based resource management in Melanesia,"In recent years, Fiji's approach of combining traditional systems of community-based coastal management and modern management systems has become a successful blueprint for marine conservation, particularly the Locally Managed Marine Area (LMMA) network model. As a result of this success, conservation practitioners have imported the Fiji LMMA model to the Solomon Islands and in Vanuatu in hope of replicating the purported success attained in Fiji. This paper argues that because tenure systems and associated political systems in Fiji, the Solomon Islands, and Vanuatu are substantially different, one cannot simply extrapolate the more centralized tenurial and political Fiji model to the decentralized tenurial and politically eclectic Solomons and Vanuatu. This paper provides an analysis of some of the various approaches used in these countries to make a case for why socio-political diversity and historical particulars matter to resource management and conservation-in-practice (and for any development interventions). By examining examples of various nested and polycentric governance approaches—family, community, tribal, confederations, local community-based organizations (CBOs), and Church—it elucidates not only some of the differences between Fiji and Solomon Islands/Vanuatu, but also between Vanuatu and the Solomon Islands. This provides critical insights into some of the myriad of factors impinging on conservation aspirations in these countries and may offer some alternative ways forward not currently considered by conservation practitioners. Finally, the paper provides some guidelines to how to increase the long-term success of marine conservation programs for fisheries management and community-based management initiatives in the region. © 2017 Elsevier Ltd",NA
70,Techno-economic analysis of solar photovoltaic system for fishery cold storage based on ownership models and regulatory boundaries in indonesia,"With Indonesia’s marine resources abundance, it is appropriate for Indonesia’s economic growth to gear towards the fisheries sector. Fishery management in Indonesia is still not operating optimally due to a lack of fisheries management infrastructure. This study took place at the Fish Auction Place in Dadap Village, West Java, Indonesia. The actual problem is a fluctuation in fish catch due to seasonal factors that cause instability in fish prices and fishermen’s incomes. Furthermore, there is no cold storage for storing fish when the fish are abundant so that the quality of the fish will decrease. However, fishery cold storage is energy-intensive equipment, and there is a lack of electricity infrastructure in that coastal area. Renewable Energy Sources (RES) are the key for rural electricity because RES prices are lower, especially on-grid solar photovoltaic (PV), than fossil fuel-based. Consequently, the application of solar PV in Indonesia is still not optimal due to limited regulations. Regulations that hinder the economic value of On-grid PV system are the excess energy compensation percentage and the inverter capacity limitation. Therefore, in this study, we have modelled six regulatory scenarios related to On-grid PV system. The scenarios are how the current 65% excess energy compensation is changed to 85% and 100% (1:1 ratio) and remove the regulation regarding inverter capacity limitation. Furthermore, the ownership model of cold storage is also considered by dividing it into two models, which are commercial-based and community-based. These ownership models have different financial instruments. The simulation gives a new result by changing regulation assumptions that On-grid PV system has a lower Levelized Cost of Electricity (LCOE) than existing regulation because it can produce threefold more electricity to the utility grid with higher inverter capacity. Furthermore, the community-based cold storage rental price can be 16 % cheaper on average with all energy system topologies than the commercial-based ownership model. Then, by reducing the capital costs of solar modules and batteries in 2030, solar PV system’s LCOE will be lower by an average of 20%. It will result in an average reduction of 10% on cold storage rental prices. Finally, sensitivity analysis of the energy system is also conducted in this study. The result is that On-grid PV system is the most secure energy source against price fluctuations. © 2021 by the authors. Licensee MDPI, Basel, Switzerland.",NA
71,Banging the bells: Communicating hope for rural environments,"This paper describes several communication methods used by development organisations to help improve the quality of life of people in rural environments around Laguna Lake. Four of these include the Community-Based Coastal Resource Management (CBCRM), Farmer Participatory Extension (FPE), Conservation Farming Village (CFV) and Information, Education, and Communication (IEC). These methods relied heavily on (1) heavy community organising and immersion work with non-government organisations; (2) high visibility of local government units in supporting/sponsoring CFV, and (3) a strong Information, Education, and Communication (IEC) component. In particular, IEC was used to create a strong public information awareness on the worsening situation of the lake, and at the same time to elicit commitments from stakeholders to rehabilitate the Laguna Lake of the Philippines. The IEC campaign culminated into a multi-sectoral dialogue that gathered, for the first time, 600 participants representing different sectors. Fifty participants were surveyed for their impressions on the conduct of the multi-stakeholder dialogue. Seventeen wanted to know specific programs to save the lake and ten participants recommended that the next dialogue will report the accomplishments after the first dialogue. © Wageningen Academic Publishers. The-Netherlands, 2007.",NA
72,Characteristics of successful asthma programs,"Objective. We identified characteristics of interventions associated with positive asthma outcomes to understand how programs can be improved. Methods. We identified asthma interventions from the peer-reviewed literature or through a nomination process for unpublished programs. Initially, we identified 532 interventions. Of those, 223 met our eligibility criteria (e.g., focus on asthma, completed an evaluation, and demonstrated at least one asthmarelated health outcome) and provided information on program components and processes, administration, evaluation, and findings through telephone interviews, program documents, and published reports. We analyzed bivariate relationships between programmatic factors and outcomes using Chi-square statistics, Fisher's exact tests, and unconditional logistic regression. We confirmed findings for all programs by analyzing the subset with published results in peer-reviewed journals. Results. Our findings indicated that programs were more likely to report a positive impact on health outcomes if they (1) were community based, (2) engaged the participation of community-based organizations, (3) provided program components in a clinical setting, (4) provided asthma training to health-care providers, (5) collaborated with other organizations and institutions and with government agencies, (6) designed a program for a specific racial/ ethnic group, (7) tailored content or delivery based on individual health or educational needs, and (8) conducted environmental assessments and tailored interventions based on these assessments. Conclusions. Positive asthma outcomes were associated with specific program characteristics: being community centered, clinically connected, and continuously collaborative. Program developers and implementers who build these characteristics into their interventions will be more likely to realize desired asthma outcomes. ©2009 Association of Schools of Public Health.",NA
73,"Mangrove forests in Sri Lanka: An updated review on distribution, diversity, current state of research and future perspectives","Mangrove forests, which are well known for coastal protection and carbon sequestration, are a very productive ecosystem found in estuarine and coastal areas in tropical and subtropical latitudes. This study reviews the current status of mangrove ecology, management and conservation in Sri Lanka. In 2015, Sri Lanka became the first nation to legally protect all its mangrove forests; hence mangrove management in Sri Lanka may act as an important exemplar for other nations. Mangroves are found sporadically in the coastal area of Sri Lanka, including as a few dense mangrove forests. Mangrove vegetation provides a cost-effective ecosystem-based disaster risk reduction capability in Sri Lanka, particularly in the areas with poor living standards. Mangroves are used for timber, fishing materials, medicine and food in the country. Despite the environmental and socioeconomic importance of mangroves, several threats, including the expansion of aquaculture and agriculture, urbanization, pollution, climate change and sea level rise, exist in Sri Lanka. Many mangrove reforestation and afforestation initiatives in Sri Lanka have not succeeded, often because of the lack of sufficient monitoring of seedlings after the reforestation campaign and poor selection of planting sites without proper assessment of environmental conditions. In order to protect mangrove forests in Sri Lanka, some immediate measures need to be implemented. Proper planting of seedlings, community-based mangrove reforestation, sustainable aquaculture practices and proper legal enforcement are some of the important steps for the conservation of this highly productive ecosystem in the country. © 2023 Elsevier B.V.",NA
74,"Ten years of Inuit co-management: advancing research, resilience, and capacity in Nunatsiavut through fishery governance","Community-based approaches have risen to prominence in fisheries governance as decision makers have recognized the importance of local perspectives, and Indigenous Peoples have pursued their right to self-determination. In Canada, some Indigenous Peoples have pursued a formalized approach to co-management through land claim agreements. The Torngat Joint Fisheries Board (TJFB) is one such co-management arrangement that focuses on fisheries management in Nunatsiavut, a land claim area in northern Labrador, Canada. This research examines how the TJFB’s work contributes to fisheries governance in the region, and subsequently, how co-management is placed in terms of supporting greater self-determination for Indigenous peoples in resource governance. To understand the TJFB’s role, this research examined 12 years of recorded meeting minutes from 2010 to 2021, highlighting the activities in which the TJFB engages, and how those activities have changed over time. Inductive content analysis was used to understand the activities undertaken by the TJFB, highlighting their actions as well as the strengths and weaknesses of the co-management board in practice. The analysis found that the TJFB plays important roles in research, drafting recommendations, and public education, and that their activities support greater participation from fisheries stakeholders. Land claim–based co-management has a significant impact on how Indigenous sovereignty operates and how it will evolve into the future. The TJFB’s efforts to increase research capacity in the region, push focus towards the socio-cultural dimensions of fisheries management, and strengthen the political voice of the region represent an important move toward self-determination in Nunatsiavut’s commercial fisheries. © 2022, The Author(s).",NA
75,Improving Adherence to Mediterranean-Style Diet with a Community Culinary Coaching Program: Methodology Development and Process Evaluation,"The Community Culinary Coaching Program is a community-based participatory program aimed at improving communal settlement residents' nutrition. The residents, central kitchens, preschools, and communal dining rooms were identified as areas for intervention. Evaluation included goals accomplishment assessed by food purchases by the central kitchens, and residents' feedback through focus groups. Purchasing included more vegetables (mean (standard error) percent change), (+7% (4); P =.32), fish (+115% (11); P <.001), whole grains, and legumes (+77% (9); P <.001); and less soup powders (-40% (9); P <.05), processed beef (-55% (8); P <.001), and margarine (-100% (4); P <.001). Residents recommended continuing the program beyond the project duration. This model might be useful in organizations with communal dining facilities. © 2018 Wolters Kluwer Health, Inc.",NA
76,A Review of Factors Influencing the Seagrass-Sea Cucumber Association in Tropical Seagrass Meadows,"In the tropical ecosystem, sea cucumbers are associated with seagrass meadows in various ways, often forming a network of ecological interactions. From this myriad of interactions, the trophic relationship between the seagrasses and sea cucumbers has received recent attention with the advent of analytical techniques. However, little is understood about the exact mechanism by which seagrasses are sustaining the sea cucumber populations in the food chain, considering the high number of refractory components in seagrasses and the lack of digestive enzymes among sea cucumbers. This manuscript aims to review existing concepts in ecology concerning the association between tropical seagrasses and sea cucumbers to provide directions for research and management of this vital resource. We searched literature from electronic databases and identified key concepts concerning sea cucumber and seagrass communities based on geographic distribution, nutrient compositions, seagrass decomposition process, and trophic enrichments in the food chain. A conceptual model was then developed detailing the factors influencing the association between the seagrass meadows and sea cucumbers. Despite the limited published information on the seagrass–sea cucumber association, a synthesis of the current understanding of this topic is provided to address the declining sea cucumber populations in the tropical seagrass meadows. We suggest that the successful restoration of sea cucumber fisheries requires a thorough understanding of the seagrass decomposition process, which is vital to the diet of sea cucumbers. Copyright © 2021 Floren, Hayashizaki, Putchakarn, Tuntiprapas and Prathep.",NA
77,Recommendations for the management of subsistence fisheries in South Africa,"This paper summarizes recommendations for the management of previously marginalized and neglected subsistence fisheries in South Africa. The recommendations stem from the activities and analyses of a task group appointed by Government and mandated to provide advice about management of the new fishing sector. The following focus areas were identified for attention: planning for implementation; definitions of subsistence fishers and other sectors; assessment and categorization of resources; determination of types of fishing activities; zonation; management systems; training; communication mechanisms; application and allocation procedures; compliance processes; research and monitoring; development of institutional capacity. Subsistence fishers were defined as poor people who personally harvest marine resources as a source of food or to sell them to meet basic needs of food security; they operate on or near to the shore or in estuaries, live in close proximity to the resource, consume or sell the resources locally, use low-technology gear (often as part of a long-standing community-based or cultural practice), and the resources they harvest generate only sufficient returns to meet basic needs of food security. A second group of informal fishers was identified that fishes for profit but cannot be equated to large industrial fisheries, and a new sector was proposed to accommodate these artisanal ""small-scale commercial"" fishers. Resources were classified for use by these different sectors based on accessibility, fishing methods, cash value and sustainability. In all, 12 different categories of subsistence and small-scale commercial fisheries were identified, and a preliminary list of resource species suitable for different fishing sectors is presented. A multi-tiered institutional management structure is recommended, with the national agency (MCM) controlling issues of national concern, and supporting and coordinating the activities of provincial and local structures. The management agents required for effective implementation were identified and include a dedicated national Subsistence Fisheries Management Unit, provincial management agencies that have the capacity to be delegated authority, Regional Fieldworkers, an independent Advisory Group for Subsistence Fisheries Management, local co-management structures, and community monitors responsible for observing and recording fishing activities and catches: Co-management, involving both authorities and users in joint management; is advocated in preference to previous top-down approaches, because of its potential to improve communication and compliance.",NA
78,Fisheries resource-use culture in Fiji and its implications,"Fishery exploitation in Fiji involves five discrete sectors: subsistence, artisanal, aquaculture, recreational and industrial. The different sectors vary in nature, characteristics and associated issues. Interesting developments are now taking place as coastal Fijian communities are addressing the ecological problems associated with dwindling resources. The people have initiated various attempts to identify more sustainable ways of using their fishery resources and are incorporating traditional and community-based resource-use methods into contemporary arrangements.",NA
79,Introduction: Amazon fisheries,"Twelve years ago, a session on aquatic resources was organized during the first várzea conference. The articles presented in this session focused exclusively on fish resources, and analyses were based on only two study areas. The potential of community-based management for sustainable use of aquatic resources dominated the discussions. Twelve years later, the second várzea conference organized a similar session on aquatic resources. Some resemblances between the sessions could be noted, including familiar authors, research areas, and topics. The differences, however, are worth noting, among them the inclusion of floodplain resources other than fish. Community-based management again dominated the discussion but the second conference featured more critical analysis of its potential and limitations since after years of practical experience, several initiatives are evaluated. In general the chapters in this section show that significant progress in theory, methods, and practice was achieved in the last decade. Several issues remain to be better explored, including monitoring problems, and the availability of very limited data on co-management processes for making policy decisions. Scale also remains an issue, as do a series of land tenure issues. © Springer Science+Business Media B.V. 2011. All rights reserved.",NA
80,The role of taboos in the protection and recovery of sea turtles,"Despite increased efforts from government agencies, scientists, and non-government organizations over the past few decades, anthropogenic sources of sea turtle mortality continue to threaten the survivorship of sea turtle species around the globe. More recent efforts to engage local people with community-based sea turtle conservation programs have been based primarily on economic incentives and less on cultural and social traditions. But there is growing evidence that informal institutions such as, taboos can be extremely effective at promoting wildlife conservation. Ghana is a culturally diverse country where local traditions have shown to improve protection for primates, crocodiles, and many bird species. This study explores the presence of a sea turtle taboo in fishing communities to demonstrate that traditional practices make residents more receptive to sea turtle conservation and more willing to follow government regulations. Fishers in the communities that are aware of the taboo are also more willing to adjust fishing methods to better protect sea turtles. The traditional taboo and national laws appear to be working synergistically to enhance sea turtle conservation in some regions of Ghana. This paper extends the argument that sea turtle conservation strategies succeed when the cultural and social traditions of local communities are integrated with management activities. © 2017 Alexander, Agyekumhene and Allman.",NA
81,Politics of marine conservation area in Indonesia: From a centralised to a decentralised system,"This paper aims to analyse the current situation resulting from the Marine Conservation Area (MCA) in Indonesia in terms of the legal framework, institutional conflicts and the response of the local people. A case study of the centralised and decentralised MCA in West Lombok is presented, and the process of establishing the MCA and its institutional performance are reviewed. The performance of centralised system is still questioned because this system marginalises the local people that leads to the rise of conflict and eventually weakens the institution of MCA. Therefore, strengthening decentralised system is necessary to increase the sense of stewardship of the local people over the resources, and to shape a new paradigm of the relationship of poor people-environment and conservation-fisheries, so marginalisation of the local people can be avoided and finally a robust institution can be created. Nevertheless, the case of Awig-awig as a type of community-based coral reef management in Gili Indah shows that decentralised system does not assure achievement of more robust institutional performance. This means that the success of decentralisation is not taken for granted, but there is prerequisite to be considered. At the community level, the prerequisite is a creation of better institutional arrangement including increasing equitability among resource users, a better representation system during process of consensus building and a well-defined property right system. Furthermore, the improvement of legal framework in national level is necessary to create more harmonious legal products related to the marine conservation with emphasis on how to recognise and enhance capacity of the local institution, which may belong to the local government or the local people, in the marine conservation. Thus, community-based management or co-management system can be officially recognised and promoted. In addition, the decentralisation of marine conservation also requires the local governments to have adequate capacity building includes the following aspects: administration skill, political savvy, adaptability and expertise skill. Copyright © 2006 Inderscience Enterprises Ltd.",NA
82,"Environmental awareness and biodiversity conservation among resettled communal farmers in Gwayi Valley Conservation Area, Zimbabwe","This study was conducted in Gwayi Valley Conservation Area in Zimbabwe. The objective was to evaluate the level of environmental awareness raising among rural communities resettled by government in a wildlife conservation area and their behavior and actions towards biodiversity conservation. We selected three communities based on the degree of exposure to environmental awareness campaigns by various government departments and non-governmental organizations. This formed a gradient of exposure to environmental awareness campaigns, ranging from the most accessible and exposed community (Hangano), moderately exposed (Gwayi) through to the least accessible and exposed community (Karna). We used focus group discussions, key informant interviews and structured interviews with 95 respondents in the selected communities from November 2016 to April 2017. Through public awareness raising, a number of conservation groups were established including fire and hunting committees, anti-poaching teams and environmental resource monitors. While these groups were found to be either inactive or less effective in Gwayi and Karna, all were found to be very active and effective in Hangano. Similarly, community behavior and actions that caused biodiversity loss such as indiscriminate cutting of live trees, poaching, streambank cultivation, fishing in rivers with nets and use of sledges were much reduced in Hangano than in Gwayi and Karna. Frequent environmental awareness campaigns played a critical role in promoting biodiversity in Hangano. We conclude that substantial gains can be made in environmental conservation by investing more in public awareness campaigns, particularly in developing countries such as Zimbabwe where financial resources for conservation are scarce. © 2018, © 2018 Informa UK Limited, trading as Taylor & Francis Group.",NA
83,"Institutional restructuring of fisheries management system for humphead wrasse (Cheilinus undulatus R PPELL 1835) in Anambas and Natuna, Riau Archipelago Province, Indonesia","This policy analysis paper revisits the existing traditional institutions concerned with Humphead wrasse management in Anambas and Natuna, Riau Archipelago Province. It provides an analysis and synthesis of policies that could give direction to the formation and/or strengthening of existing institutions for the benefit of this endangered fish species and all concerned parties. Local community's active involvement and participation is key to the sustainable development of fisheries resources. However, the local community's economic empowerment would be impossible to achieve without institutional strengthening. The paper recommends that community-based institutional empowerment or the ""group approach""should be considered in Anambas and Natuna's fisheries management system for Humphead wrasse. Organized fishing communities can be effective government partners in the management of open fishing areas in their jurisdictions. Fishing communities also have a vision, mission or resource management strategy specific to their own needs, values and aspirations. Defining and articulating the community's vision, mission and values are therefore crucial to the success of any community initiatives concerning fisheries revitalization programs. The paper also proposes a logical plan for Community-Based Coastal Resource Management (CBCRM) system for consideration of the local government units in Anambas and Natuna. © Published under licence by IOP Publishing Ltd.",NA
